"","id","url","image_height","image_width","category_id","x_left","y_top","bbox_width","bbox_height","y_bottom","x_right","name","file_name_original","file_name","x_left_scaled","x_right_scaled","y_top_scaled","y_bottom_scaled","bbox_width_scaled","bbox_height_scaled","area"
"192","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,719,215,66,71,285,784,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",145,158,58,77,13,19,247
"193","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,928,183,66,66,248,993,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",187,200,49,67,13,18,234
"194","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,962,359,46,57,415,1007,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",194,203,97,112,9,15,135
"195","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,416,438,46,74,511,461,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",84,93,118,137,9,20,180
"196","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,479,392,50,76,467,528,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",97,107,105,126,10,20,200
"197","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,1021,342,70,80,421,1090,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",206,220,92,113,14,22,308
"198","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,833,263,50,63,325,882,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",168,178,71,87,10,17,170
"199","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,334,559,55,56,614,388,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",67,78,150,165,11,15,165
"200","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,1,117,357,52,47,403,168,"clover","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",24,34,96,108,10,13,130
"201","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,7,645,245,45,62,306,689,"birds-foot trefoil","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",130,139,66,82,9,17,153
"202","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,7,705,294,52,58,351,756,"birds-foot trefoil","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",142,153,79,94,10,16,160
"203","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,8,832,323,52,52,374,883,"black medick","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",168,178,87,101,10,14,140
"204","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,8,859,551,61,42,592,919,"black medick","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",173,185,148,159,12,11,132
"205","cjsg94gjl3rdx0728do7mpegr","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F0ddce5c7-0e83-e4f4-bd21-98378af34d64-103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png",833,1110,2,528,300,39,40,339,566,"oxeye daisy","103-pic_s05_2017_ne_q09-alsiclov_crimclov_redclov_birdtref_muskmall.png","cjsg94gjl3rdx0728do7mpegr.png",107,114,81,91,8,11,88
"206","cjsg8zg9q3h5m0728vp63ua27","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F16b2a45c-c55d-b17b-d643-4267614b8911-102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png",451,451,1,174,182,23,28,209,196,"clover","102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png","cjsg8zg9q3h5m0728vp63ua27.png",86,97,90,104,11,14,154
"207","cjsg8zg9q3h5m0728vp63ua27","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F16b2a45c-c55d-b17b-d643-4267614b8911-102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png",451,451,1,323,84,53,35,118,375,"clover","102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png","cjsg8zg9q3h5m0728vp63ua27.png",160,186,42,59,26,17,442
"208","cjsg8zg9q3h5m0728vp63ua27","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F16b2a45c-c55d-b17b-d643-4267614b8911-102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png",451,451,1,336,333,33,45,377,368,"clover","102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png","cjsg8zg9q3h5m0728vp63ua27.png",167,183,165,187,16,22,352
"209","cjsg8zg9q3h5m0728vp63ua27","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F16b2a45c-c55d-b17b-d643-4267614b8911-102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png",451,451,1,49,51,26,20,70,74,"clover","102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png","cjsg8zg9q3h5m0728vp63ua27.png",24,37,25,35,13,10,130
"210","cjsg8zg9q3h5m0728vp63ua27","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F16b2a45c-c55d-b17b-d643-4267614b8911-102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png",451,451,13,96,5,35,33,37,130,"lucerne","102-pic_s24_2017_ne_q08-alsiclov_redclov_sainfoin_lucerne.png","cjsg8zg9q3h5m0728vp63ua27.png",48,65,2,18,17,16,272
"211","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,431,501,81,56,556,511,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",88,104,136,151,17,15,255
"212","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,853,630,82,50,679,934,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",174,190,171,184,17,14,238
"213","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,643,133,53,53,185,695,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",131,142,36,50,11,14,154
"214","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,853,262,75,42,303,927,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",174,189,71,82,15,11,165
"215","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,1047,398,50,50,447,1096,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",213,223,108,121,10,14,140
"216","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,688,651,73,37,687,760,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",140,155,177,187,15,10,150
"217","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,501,692,52,44,735,552,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",102,113,188,200,11,12,132
"218","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,462,663,44,67,729,505,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",94,103,180,198,9,18,162
"219","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,496,733,57,58,790,552,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",101,113,199,214,12,16,192
"220","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,465,751,61,62,812,525,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",95,107,204,220,12,17,204
"221","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,1,656,680,39,53,732,694,"clover","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",134,141,185,199,8,14,112
"222","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,7,110,161,48,33,193,157,"birds-foot trefoil","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",22,32,44,52,10,9,90
"223","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,7,296,62,36,45,106,331,"birds-foot trefoil","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",60,67,17,29,7,12,84
"224","cjsg8xk803ktj0812yyc6zr21","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F6a61628a-6ee7-6d22-00ab-6b74f28483b5-101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png",825,1099,7,820,487,31,34,520,850,"birds-foot trefoil","101-pic_s05_2017_ne_q07-alsiclov_crimclov_redclov_sainfoin_birdtref_redcamp.png","cjsg8xk803ktj0812yyc6zr21.png",167,173,132,141,6,9,54
"225","cjsg8un6y36zb07288j1wgr5u","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F7b677044-0520-1b24-2edb-a89d609546b6-100-pic_s01_2017_ne_q10-alsiclov_redclov_birdtref_muskmall_phacelia.png",751,1126,5,170,101,782,502,602,951,"Draw the Quadrat","100-pic_s01_2017_ne_q10-alsiclov_redclov_birdtref_muskmall_phacelia.png","cjsg8un6y36zb07288j1wgr5u.png",34,189,30,180,156,150,23400
"226","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,490,240,35,58,297,524,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",113,121,83,102,8,20,160
"227","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,746,104,39,48,151,784,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",172,181,36,52,9,17,153
"228","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,565,168,32,67,234,596,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",130,137,58,81,7,23,161
"229","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,75,59,36,26,84,110,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",17,25,20,29,8,9,72
"230","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,903,38,39,38,75,941,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",208,217,13,26,9,13,117
"231","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,388,356,30,30,385,417,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",89,96,123,133,7,10,70
"232","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,341,384,25,38,421,365,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",79,84,132,145,6,13,78
"233","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,1,205,377,31,34,410,235,"clover","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",47,54,130,141,7,12,84
"234","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,8,29,437,40,26,462,68,"black medick","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",7,16,151,159,9,9,81
"235","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,8,104,370,37,29,398,140,"black medick","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",24,32,128,137,9,10,90
"236","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,8,81,394,36,37,430,116,"black medick","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",19,27,136,148,8,13,104
"237","cjsg8u51l3dj20812m06solbb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fd125ffd7-8d8a-f938-810b-bf03f059ed67-99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png",650,972,8,742,568,58,62,629,799,"black medick","99-pic_s02_2017_ne_q05-alsiclov_redclov_sweeclov_lucerne_birdtref_blacmedi.png","cjsg8u51l3dj20812m06solbb.png",171,184,196,217,13,21,273
"238","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,157,149,32,24,172,188,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",36,43,51,59,7,8,56
"239","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,553,113,25,31,143,577,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",127,133,39,49,6,11,66
"240","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,600,109,31,30,138,630,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",138,145,37,47,7,10,70
"241","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,649,191,28,26,216,676,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",149,155,65,74,6,9,54
"242","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,877,230,40,39,268,916,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",201,210,78,91,9,13,117
"243","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,555,33,28,28,60,582,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",128,134,11,20,6,10,60
"244","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,364,138,25,30,167,388,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",84,89,47,57,6,10,60
"245","cjsg8qatk2xgi0728n1bep4bc","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F65e54abe-b8a5-3ce1-41f3-4918344af967-98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png",657,975,1,541,260,51,39,298,591,"clover","98-pic_s02_2017_ne_q03-alsiclov_redclov_lucerne_birdtref_blacmedi.png","cjsg8qatk2xgi0728n1bep4bc.png",124,136,89,102,12,13,156
